38,1420
30,1424
23,1428
16,1433
8,1437
1,1442
-6,1446
-13,1451
-28,1460
-36,1465
-43,1469
-50,1474
-58,1479
-66,1484
-73,1488
-81,1493
-85,1496
-92,1501
-107,1511
-115,1516
-122,1521
-134,1528
-141,1533
-148,1539
-156,1544
-163,1549
-170,1554
-177,1559
-184,1563
-199,1574
-206,1579
-212,1584
-219,1589
-226,1594
-233,1599
-240,1604
-246,1609
-253,1614
-266,1624
-273,1630
-279,1635
-285,1641
-292,1646
-298,1651
-304,1656
-309,1662
-316,1667
-322,1672
-334,1683
-340,1688
-346,1693
-352,1698
-357,1703
-363,1708
-369,1713
-375,1718
-380,1723
-386,1728
-396,1739
-402,1744
-407,1750
-412,1755
-417,1760
-422,1765
-427,1771
-432,1776
-436,1781
-451,1797
-455,1803
-460,1808
-464,1814
-469,1819
-473,1825
-477,1830
-481,1836
-486,1841
-493,1853
-497,1859
-500,1865
-504,1871
-507,1877
-511,1883
-514,1888
-517,1894
-520,1900
-523,1906
-529,1918
-531,1924
-534,1930
-536,1936
-538,1943
-541,1949
-543,1955
-545,1961
-547,1967
-548,1973
-553,1991
-555,1997
-557,2006
-558,2012
-559,2019
-560,2025
-561,2031
-562,2037
-562,2044
-564,2056
-564,2062
-565,2065
-565,2071
-566,2077
-566,2084
-566,2090
-567,2099
-567,2106
-567,2112
-567,2130
-567,2136
-567,2142
-566,2148
-566,2154
-565,2158
-565,2164
-564,2170
-563,2175
-560,2189
-559,2195
-557,2201
-556,2206
-555,2212
-553,2218
-551,2223
-549,2229
-548,2235
-546,2241
-542,2252
-540,2258
-538,2263
-536,2269
-534,2275
-531,2280
-529,2286
-527,2291
-525,2297
-523,2303
-518,2313
-515,2319
-513,2325
-510,2330
-508,2336
-505,2341
-502,2347
-500,2352
-497,2357
-494,2363
-488,2374
-485,2379
-482,2384
-478,2389
-475,2394
-471,2399
-468,2405
-464,2410
-461,2415
-454,2425
-450,2430
-446,2434
-442,2439
-438,2444
-434,2448
-430,2453
-425,2457
-421,2462
-416,2466
-412,2470
-403,2479
-398,2483
-393,2487
-388,2491
-384,2495
-379,2499
-374,2503
-369,2506
-364,2510
-359,2514
-349,2522
-344,2525
-339,2528
-334,2532
-329,2535
-324,2538
-319,2541
-314,2544
-309,2548
-296,2556
-290,2559
-285,2562
-282,2563
-277,2566
-271,2568
-266,2571
-261,2574
-255,2576
-250,2579
-244,2581
-233,2585
-228,2587
-223,2590
-214,2593
-208,2595
-203,2597
-197,2598
-194,2599
-189,2601
-183,2602
-177,2604
-166,2607
-160,2608
-154,2609
-149,2610
-143,2611
-137,2612
-131,2613
-125,2614
-116,2616
-104,2618
-97,2618
-91,2619
-85,2619
-79,2620
-73,2621
-66,2621
-60,2621
-54,2622
-48,2622
-41,2622
-28,2623
-22,2623
-16,2623
-9,2624
-3,2624
2,2624
9,2624
15,2624
22,2624
35,2624
41,2624
48,2623
54,2623
61,2623
67,2622
74,2622
81,2621
87,2620
107,2619
114,2618
120,2617
127,2616
134,2615
140,2614
147,2613
154,2611
160,2610
167,2609
180,2606
187,2604
193,2603
200,2601
206,2600
212,2598
219,2596
225,2595
232,2593
245,2590
251,2588
258,2586
264,2583
270,2581
277,2579
283,2577
289,2575
295,2573
302,2571
314,2566
320,2563
327,2561
333,2558
339,2556
345,2553
351,2550
357,2548
363,2545
369,2543
381,2537
386,2534
392,2531
398,2528
404,2525
410,2522
415,2519
421,2515
426,2512
432,2509
448,2500
454,2497
459,2493
465,2490
470,2486
475,2482
481,2479
486,2475
496,2468
501,2464
506,2461
514,2456
519,2452
524,2448
529,2444
534,2440
539,2436
544,2433
549,2428
559,2420
564,2416
566,2414
571,2411
575,2407
580,2402
585,2398
592,2392
597,2388
606,2379
611,2374
615,2370
620,2365
624,2361
628,2356
632,2352
634,2349
638,2345
642,2340
646,2335
655,2322
659,2317
662,2312
665,2306
669,2301
672,2296
675,2290
678,2285
681,2279
684,2274
690,2262
693,2256
696,2250
699,2245
702,2239
704,2232
707,2226
709,2220
712,2214
717,2202
719,2196
721,2189
724,2183
726,2177
728,2170
729,2163
731,2157
733,2150
735,2144
738,2130
739,2124
740,2117
742,2110
743,2103
744,2096
745,2089
745,2082
746,2075
747,2068
747,2060
748,2046
748,2039
748,2031
748,2024
748,2017
748,2009
747,2002
747,1994
747,1987
745,1971
745,1963
744,1955
743,1948
742,1940
742,1933
740,1925
739,1917
738,1910
737,1903
735,1888
734,1880
732,1872
731,1865
729,1857
728,1850
727,1842
725,1835
724,1827
722,1819
720,1812
717,1796
714,1785
712,1777
710,1769
709,1766
706,1758
704,1750
702,1743
700,1735
693,1711
690,1700
688,1692
685,1684
684,1680
682,1672
679,1664
677,1656
674,1648
669,1632
666,1624
664,1616
659,1604
656,1596
653,1588
651,1580
648,1572
645,1564
642,1555
639,1547
633,1531
630,1522
626,1514
623,1506
620,1497
617,1489
614,1480
610,1472
607,1463
605,1459
598,1442
595,1433
589,1420
586,1412
582,1403
579,1394
575,1385
572,1377
568,1367
560,1349
557,1340
553,1331
549,1322
545,1313
541,1304
538,1295
534,1286
529,1276
526,1267
522,1258
514,1239
510,1230
505,1221
501,1212
497,1202
493,1193
489,1183
485,1174
481,1164
472,1145
468,1135
464,1126
459,1116
455,1106
451,1096
447,1087
443,1077
439,1067
430,1048
425,1038
421,1028
417,1019
412,1009
408,999
404,989
399,979
395,969
390,959
381,939
375,924
372,919
368,909
364,899
359,889
355,879
351,869
347,859
342,850
338,840
330,821
325,811
321,802
317,792
313,783
308,773
305,764
301,754
297,745
289,727
285,718
279,704
276,695
272,686
268,677
265,669
261,660
257,651
253,642
248,630
244,621
240,613
236,605
233,596
228,584
224,576
221,568
218,560
214,553
208,538
204,530
201,522
200,519
197,512
193,504
190,497
187,489
184,482
181,475
170,451
167,444
164,437
161,430
158,423
155,417
151,410
148,403
146,397
140,384
137,377
134,371
131,364
130,361
126,351
123,345
120,339
117,333
115,327
112,321
107,310
105,304
102,299
100,294
98,289
96,284
94,279
92,274
90,270
86,261
84,257
82,253
80,248
78,245
76,241
75,237
73,233
71,229
69,226
66,218
65,215
63,211
61,208
60,204
58,201
57,198
55,194
54,191
53,187
50,181
48,178
47,174
46,171
44,168
43,165
42,162
40,159
39,156
36,150
35,147
34,144
32,141
31,139
30,136
28,133
27,131
26,128
24,124
23,122
22,117
21,114
20,112
19,110
18,108
17,105
16,104
15,102
14,100
14,98
12,95
12,94
11,93
10,92
10,91
9,90
9,89
